code,name
KABA,Histic Placic Petraquepts
KABB,Placic Petraquepts
KABC,Plinthic Petraquepts
KABD,Typic Petraquepts
KAAA,Salidic Sulfaquepts
KAAB,Hydraquentic Sulfaquepts
KAAC,Typic Sulfaquepts
KAGA,Sodic Vermaquepts
KAGB,Typic Vermaquepts
KCA,Humicryepts
KCB,Calcicryepts
KCC,Dystrocryepts
KCD,Haplocryepts
KCBA,Lithic Calcicryepts
KCBB,Oxyaquic Calcicryepts
KCBC,Xeric Calcicryepts
KCBD,Ustic Calcicryepts
KCBE,Typic Calcicryepts
KCCA,Lithic Dystrocryepts
KCCB,Aquandic Dystrocryepts
KCCC,Haploxerandic Dystrocryepts
KCCD,Vitrixerandic Dystrocryepts
KCCE,Andic Dystrocryepts
KCCF,Vitrandic Dystrocryepts
KCCG,Fluvaquentic Dystrocryepts
KCCH,Folistic Dystrocryepts
KCCI,Aquic Dystrocryepts
KCCJ,Oxyaquic Dystrocryepts
KCCK,Lamellic Dystrocryepts
KCCL,Fluventic Dystrocryepts
KCCM,Spodic Dystrocryepts
KCCN,Xeric Dystrocryepts
KCCO,Ustic Dystrocryepts
KCCP,Eutric Dystrocryepts
KCCQ,Typic Dystrocryepts
KCDA,Lithic Haplocryepts
KCDB,Aquandic Haplocryepts
KCDC,Haploxerandic Haplocryepts
KCDD,Vitrixerandic Haplocryepts
KCDE,Haplustandic Haplocryepts
KCDF,Ustivitrandic Haplocryepts
KCDG,Andic Haplocryepts
KCDH,Vitrandic Haplocryepts
KCDI,Fluvaquentic Haplocryepts
KCDJ,Aquic Haplocryepts
KCDK,Oxyaquic Haplocryepts
KCDL,Lamellic Haplocryepts
KCDM,Fluventic Haplocryepts
KCDN,Calcic Haplocryepts
KCDO,Xeric Haplocryepts
KCDP,Ustic Haplocryepts
KCDQ,Typic Haplocryepts
KCAA,Lithic Humicryepts
KCAB,Aquandic Humicryepts
KCAC,Haploxerandic Humicryepts
KCAD,Vitrixerandic Humicryepts
KCAE,Andic Humicryepts
KCAF,Vitrandic Humicryepts
KCAG,Fluvaquentic Humicryepts
KCAH,Aquic Humicryepts
KCAI,Oxyaquic Humicryepts
KCAJ,Lamellic Humicryepts
KCAK,Fluventic Humicryepts
KCAL,Spodic Humicryepts
KCAM,Xeric Humicryepts
KCAN,Eutric Humicryepts
KCAO,Typic Humicryepts
KBA,Humigelepts
KBB,Dystrogelepts
KBC,Haplogelepts
KBBA,Lithic Dystrogelepts
KBBB,Andic Dystrogelepts
KBBC,Aquic Dystrogelepts
KBBD,Fluventic Dystrogelepts
KBBE,Turbic Dystrogelepts
KBBF,Typic Dystrogelepts
KBCA,Lithic Haplogelepts
KBCB,Andic Haplogelepts
KBCC,Aquic Haplogelepts
KBCD,Fluventic Haplogelepts
KBCE,Turbic Haplogelepts
KBCF,Typic Haplogelepts
KBAA,Lithic Humigelepts
KBAB,Andic Humigelepts
KBAC,Aquic Humigelepts
KBAD,Oxyaquic Humigelepts
KBAE,Fluventic Humigelepts
KBAF,Turbic Humigelepts
KBAG,Eutric Humigelepts
KBAH,Typic Humigelepts
KFA,Sulfudepts
KFB,Durudepts
KFC,Fragiudepts
KFD,Humudepts
KFE,Eutrudepts
KFF,Dystrudepts
KFBA,Aquandic Durudepts
KFBB,Andic Durudepts
KFBC,Vitrandic Durudepts
KFBD,Aquic Durudepts
KFBE,Typic Durudepts
KFFA,Humic Lithic Dystrudepts
KFFB,Lithic Dystrudepts
KFFC,Vertic Dystrudepts
KFFD,Aquandic Dystrudepts
KFFE,Andic Oxyaquic Dystrudepts
KFFF,Andic Dystrudepts
KFFG,Vitrandic Dystrudepts
KFFH,Fragiaquic Dystrudepts
KFFI,Fluvaquentic Dystrudepts
KFFJ,Aquic Humic Dystrudepts
KFFK,Aquic Dystrudepts
KFFL,Oxyaquic Dystrudepts
KFFM,Fragic Dystrudepts
KFFN,Lamellic Dystrudepts
KFFO,Humic Psammentic Dystrudepts
KFFP,Fluventic Humic Dystrudepts
KFFQ,Fluventic Dystrudepts
KFFR,Spodic Dystrudepts
KFFS,Oxic Dystrudepts
KFFT,Ruptic-Alfic Dystrudepts
KFFU,Ruptic-Ultic Dystrudepts
KFFV,Humic Dystrudepts
KFFW,Typic Dystrudepts
KFEA,Humic Lithic Eutrudepts
KFEB,Lithic Eutrudepts
KFEC,Aquertic Eutrudepts
KFED,Vertic Eutrudepts
KFEE,Andic Eutrudepts
KFEF,Vitrandic Eutrudepts
KFEG,Anthraquic Eutrudepts
KFEH,Fragiaquic Eutrudepts
KFEI,Fluvaquentic Eutrudepts
KFEJ,Aquic Dystric Eutrudepts
KFEK,Aquic Eutrudepts
KFEL,Oxyaquic Eutrudepts
KFEM,Fragic Eutrudepts
KFEN,Lamellic Eutrudepts
KFEO,Dystric Fluventic Eutrudepts
KFEP,Fluventic Eutrudepts
KFEQ,Arenic Eutrudepts
KFER,Dystric Eutrudepts
KFES,Rendollic Eutrudepts
KFET,Ruptic-Alfic Eutrudepts
KFEU,Humic Eutrudepts
KFEV,Typic Eutrudepts
KFCA,Andic Fragiudepts
KFCB,Vitrandic Fragiudepts
KFCC,Aquic Fragiudepts
KFCD,Humic Fragiudepts
KFCE,Typic Fragiudepts
KFDA,Lithic Humudepts
KFDB,Vertic Humudepts
KFDC,Aquandic Humudepts
KFDD,Andic Oxyaquic Humudepts
KFDE,Andic Humudepts
KFDF,Vitrandic Humudepts
KFDG,Fluvaquentic Humudepts
KFDH,Aquic Humudepts
KFDI,Oxyaquic Humudepts
KFDJ,Psammentic Humudepts
KFDK,Oxic Humudepts
KFDL,Cumulic Humudepts
KFDM,Fluventic Humudepts
KFDN,Pachic Humudepts
KFDO,Eutric Humudepts
KFDP,Entic Humudepts
KFDQ,Typic Humudepts
KFAA,Typic Sulfudepts
KDA,Durustepts
KDB,Calciustepts
KDC,Humustepts
KDD,Dystrustepts
KDE,Haplustepts
KDBA,Lithic Petrocalcic Calciustepts
KDBB,Lithic Calciustepts
KDBC,Torrertic Calciustepts
KDBD,Vertic Calciustepts
KDBE,Petrocalcic Calciustepts
KDBF,Gypsic Calciustepts
KDBG,Aquic Calciustepts
KDBH,Aridic Calciustepts
KDBI,Udic Calciustepts
KDBJ,Typic Calciustepts
KDAA,Typic Durustepts
KDDA,Lithic Dystrustepts
KDDB,Torrertic Dystrustepts
KDDC,Vertic Dystrustepts
KDDD,Andic Dystrustepts
KDDE,Vitrandic Dystrustepts
KDDF,Aquic Dystrustepts
KDDG,Fluventic Dystrustepts
KDDH,Aridic Dystrustepts
KDDI,Oxic Dystrustepts
KDDJ,Humic Dystrustepts
KDDK,Typic Dystrustepts
KDEA,Aridic Lithic Haplustepts
KDEB,Lithic Haplustepts
KDEC,Udertic Haplustepts
KDED,Torrertic Haplustepts
KDEE,Vertic Haplustepts
KDEF,Andic Haplustepts
KDEG,Vitrandic Haplustepts
KDEH,Anthraquic Haplustepts
KDEI,Aquic Haplustepts
KDEJ,Oxyaquic Haplustepts
KDEK,Oxic Haplustepts
KDEL,Lamellic Haplustepts
KDEM,Torrifluventic Haplustepts
KDEN,Udifluventic Haplustepts
KDEO,Fluventic Haplustepts
KDEP,Gypsic Haplustepts
KDEQ,Haplocalcidic Haplustepts
KDER,Calcic Udic Haplustepts
KDES,Calcic Haplustepts
KDET,Aridic Haplustepts
KDEU,Dystric Haplustepts
KDEV,Udic Haplustepts
KDEW,Typic Haplustepts
KDCA,Lithic Humustepts
KDCB,Andic Humustepts
KDCC,Vitrandic Humustepts
KDCD,Oxyaquic Humustepts
KDCE,Oxic Humustepts
KDCF,Aridic Humustepts
KDCG,Typic Humustepts
KEA,Durixerepts
KEB,Fragixerepts
KEC,Humixerepts
KED,Calcixerepts
KEE,Dystroxerepts
KEF,Haploxerepts
KEDA,Lithic Calcixerepts
KEDB,Vertic Calcixerepts
KEDC,Petrocalcic Calcixerepts
KEDD,Sodic Calcixerepts
KEDE,Vitrandic Calcixerepts
KEDF,Aquic Calcixerepts
KEDG,Typic Calcixerepts
KEAA,Aquandic Durixerepts
KEAB,Andic Durixerepts
KEAC,Vitrandic Durixerepts
KEAD,Aquic Durixerepts
KEAE,Entic Durixerepts
KEAF,Typic Durixerepts
KEEA,Humic Lithic Dystroxerepts
KEEB,Lithic Dystroxerepts
KEEC,Aquandic Dystroxerepts
KEED,Andic Dystroxerepts
KEEE,Vitrandic Dystroxerepts
KEEF,Fragiaquic Dystroxerepts
KEEG,Fluvaquentic Dystroxerepts
KEEH,Aquic Dystroxerepts
KEEI,Oxyaquic Dystroxerepts
KEEJ,Fragic Dystroxerepts
KEEK,Fluventic Humic Dystroxerepts
KEEL,Fluventic Dystroxerepts
KEEM,Humic Dystroxerepts
KEEN,Typic Dystroxerepts
KEBA,Andic Fragixerepts
KEBB,Vitrandic Fragixerepts
KEBC,Aquic Fragixerepts
KEBD,Humic Fragixerepts
KEBE,Typic Fragixerepts
KEFA,Humic Lithic Haploxerepts
KEFB,Lithic Haploxerepts
KEFC,Vertic Haploxerepts
KEFD,Aquandic Haploxerepts
KEFE,Andic Oxyaquic Haploxerepts
KEFF,Andic Haploxerepts
KEFG,Oxyaquic Vitrandic Haploxerepts
KEFH,Vitrandic Haploxerepts
KEFI,Gypsic Haploxerepts
KEFJ,Aquic Haploxerepts
KEFK,Lamellic Haploxerepts
KEFL,Fragic Haploxerepts
KEFM,Fluventic Haploxerepts
KEFN,Calcic Haploxerepts
KEFO,Humic Haploxerepts
KEFP,Typic Haploxerepts
KECA,Lithic Humixerepts
KECB,Aquandic Humixerepts
KECC,Andic Humixerepts
KECD,Vitrandic Humixerepts
KECE,Aquic Humixerepts
KECF,Oxyaquic Humixerepts
KECG,Cumulic Humixerepts
KECH,Fluventic Humixerepts
KECI,Pachic Humixerepts
KECJ,Entic Humixerepts
KECK,Typic Humixerepts
IA,Albolls
IB,Aquolls
IC,Rendolls
ID,Gelolls
IE,Cryolls
IF,Xerolls
IG,Ustolls
IH,Udolls
IAA,Natralbolls
IAB,Argialbolls
IABA,Xerertic Argialbolls
IABB,Vertic Argialbolls
IABC,Argiaquic Xeric Argialbolls
IABD,Argiaquic Argialbolls
IABE,Xeric Argialbolls
IABF,Aquandic Argialbolls
IABG,Typic Argialbolls
IAAA,Leptic Natralbolls
IAAB,Typic Natralbolls
IBA,Cryaquolls
IBB,Duraquolls
IBC,Natraquolls
IBD,Calciaquolls
IBE,Argiaquolls
IBF,Epiaquolls
IBG,Endoaquolls
IBEA,Arenic Argiaquolls
IBEB,Grossarenic Argiaquolls
IBEC,Vertic Argiaquolls
IBED,Abruptic Argiaquolls
IBEE,Typic Argiaquolls
IBDA,Petrocalcic Calciaquolls
IBDB,Aeric Calciaquolls
IBDC,Typic Calciaquolls
IBAA,Vertic Cryaquolls
IBAB,Histic Cryaquolls
IBAC,Thapto-Histic Cryaquolls
IBAD,Aquandic Cryaquolls
IBAE,Argic Cryaquolls
IBAF,Calcic Cryaquolls
IBAG,Cumulic Cryaquolls
IBAH,Typic Cryaquolls
IBBA,Natric Duraquolls
IBBB,Vertic Duraquolls
IBBC,Argic Duraquolls
IBBD,Typic Duraquolls
IBGA,Lithic Endoaquolls
IBGB,Cumulic Vertic Endoaquolls
IBGC,Fluvaquentic Vertic Endoaquolls
IBGD,Vertic Endoaquolls
IBGE,Histic Endoaquolls
IBGF,Thapto-Histic Endoaquolls
IBGG,Aquandic Endoaquolls
IBGH,Duric Endoaquolls
IBGI,Cumulic Endoaquolls
IBGJ,Fluvaquentic Endoaquolls
IBGK,Typic Endoaquolls
IBFA,Cumulic Vertic Epiaquolls
IBFB,Fluvaquentic Vertic Epiaquolls
IBFC,Vertic Epiaquolls
IBFD,Histic Epiaquolls
IBFE,Thapto-Histic Epiaquolls
IBFF,Aquandic Epiaquolls
IBFG,Duric Epiaquolls
IBFH,Cumulic Epiaquolls
IBFI,Fluvaquentic Epiaquolls
IBFJ,Typic Epiaquolls
IBCA,Petrocalcic Natraquolls
IBCB,Vertic Natraquolls
IBCC,Glossic Natraquolls
IBCD,Typic Natraquolls
IEA,Duricryolls
IEB,Natricryolls
IEC,Palecryolls
IED,Argicryolls
IEE,Calcicryolls
IEF,Haplocryolls
IEDA,Lithic Argicryolls
IEDB,Vertic Argicryolls
IEDC,Andic Argicryolls
IEDD,Vitrandic Argicryolls
IEDE,Abruptic Argicryolls
IEDF,Aquic Argicryolls
IEDG,Oxyaquic Argicryolls
IEDH,Calcic Pachic Argicryolls
IEDI,Pachic Argicryolls
IEDJ,Calcic Argicryolls
IEDK,Alfic Argicryolls
IEDL,Ustic Argicryolls
IEDM,Xeric Argicryolls
IEDN,Typic Argicryolls
IEEA,Lithic Calcicryolls
IEEB,Vitrandic Calcicryolls
IEEC,Petrocalcic Calcicryolls
IEED,Pachic Calcicryolls
IEEE,Ustic Calcicryolls
IEEF,Xeric Calcicryolls
IEEG,Typic Calcicryolls
IEAA,Argic Duricryolls
IEAB,Calcic Duricryolls
IEAC,Typic Duricryolls
IEFA,Lithic Haplocryolls
IEFB,Vertic Haplocryolls
IEFC,Andic Haplocryolls
IEFD,Vitrandic Haplocryolls
IEFE,Aquic Cumulic Haplocryolls
IEFF,Cumulic Haplocryolls
IEFG,Fluvaquentic Haplocryolls
IEFH,Aquic Haplocryolls
IEFI,Oxyaquic Haplocryolls
IEFJ,Calcic Pachic Haplocryolls
IEFK,Pachic Haplocryolls
IEFL,Fluventic Haplocryolls
IEFM,Calcic Haplocryolls
IEFN,Ustic Haplocryolls
IEFO,Xeric Haplocryolls
IEFP,Typic Haplocryolls
IEBA,Typic Natricryolls
IECA,Aquic Palecryolls
IECB,Oxyaquic Palecryolls
IECC,Abruptic Palecryolls
IECD,Pachic Palecryolls
IECE,Ustic Palecryolls
IECF,Xeric Palecryolls
IECG,Typic Palecryolls
IDA,Haplogelolls
IDAA,Lithic Haplogelolls
IDAB,Andic Haplogelolls
IDAC,Aquic Haplogelolls
IDAD,Oxyaquic Haplogelolls
IDAE,Turbic Haplogelolls
IDAF,Cumulic Haplogelolls
IDAG,Typic Haplogelolls
ICA,Cryrendolls
ICB,Haprendolls
ICAA,Lithic Cryrendolls
ICAB,Typic Cryrendolls
ICBA,Lithic Haprendolls
ICBB,Vertic Haprendolls
ICBC,Inceptic Haprendolls
ICBD,Entic Haprendolls
ICBE,Typic Haprendolls
IHA,Natrudolls
IHB,Calciudolls
IHC,Paleudolls
IHD,Argiudolls
IHE,Vermudolls
IHF,Hapludolls
IHDA,Lithic Argiudolls
IHDB,Petrocalcic Argiudolls
IHDC,Aquertic Argiudolls
IHDD,Oxyaquic Vertic Argiudolls
IHDE,Pachic Vertic Argiudolls
IHDF,Alfic Vertic Argiudolls
IHDG,Vertic Argiudolls
IHDH,Andic Argiudolls
IHDI,Vitrandic Argiudolls
IHDJ,Aquic Pachic Argiudolls
IHDK,Pachic Argiudolls
IHDL,Aquic Argiudolls
IHDM,Oxyaquic Argiudolls
IHDN,Lamellic Argiudolls
IHDO,Psammentic Argiudolls
IHDP,Arenic Argiudolls
IHDQ,Abruptic Argiudolls
IHDR,Alfic Argiudolls
IHDS,Oxic Argiudolls
IHDT,Calcic Argiudolls
IHDU,Typic Argiudolls
IHBA,Lithic Calciudolls
IHBB,Vertic Calciudolls
IHBC,Anthropic Petrocalcic Calciudolls
IHBD,Aquic Calciudolls
IHBE,Fluventic Calciudolls
IHBF,Typic Calciudolls
IHFA,Lithic Hapludolls
IHFB,Petrocalcic Hapludolls
IHFC,Aquertic Hapludolls
IHFD,Pachic Vertic Hapludolls
IHFE,Vertic Hapludolls
IHFF,Andic Hapludolls
IHFG,Vitrandic Hapludolls
IHFH,Aquic Cumulic Hapludolls
IHFI,Cumulic Hapludolls
IHFJ,Fluvaquentic Hapludolls
IHFK,Fluventic Hapludolls
IHFL,Aquic Pachic Hapludolls
IHFM,Pachic Hapludolls
IHFN,Aquic Hapludolls
IHFO,Oxyaquic Hapludolls
IHFP,Vermic Hapludolls
IHFQ,Calcic Hapludolls
IHFR,Entic Hapludolls
IHFS,Typic Hapludolls
IHAA,Petrocalcic Natrudolls
IHAB,Leptic Vertic Natrudolls
IHAC,Glossic Vertic Natrudolls
IHAD,Vertic Natrudolls
IHAE,Leptic Natrudolls
IHAF,Abruptic Natrudolls
IHAG,Glossic Natrudolls
IHAH,Calcic Natrudolls
IHAI,Typic Natrudolls
IHCA,Vertic Paleudolls
IHCB,Aquic Pachic Paleudolls
IHCC,Pachic Paleudolls
IHCD,Aquic Paleudolls
IHCE,Oxyaquic Paleudolls
IHCF,Calcic Paleudolls
IHCG,Typic Paleudolls
IHEA,Lithic Vermudolls
IHEB,Haplic Vermudolls
IHEC,Typic Vermudolls
IGA,Durustolls
IGB,Natrustolls
IGC,Calciustolls
IGD,Paleustolls
IGE,Argiustolls
IGF,Vermustolls
IGG,Haplustolls
IGEA,Aridic Lithic Argiustolls
IGEB,Alfic Lithic Argiustolls
IGEC,Lithic Argiustolls
IGED,Aquertic Argiustolls
IGEE,Torrertic Argiustolls
IGEF,Pachic Udertic Argiustolls
IGEG,Udertic Argiustolls
IGEH,Pachic Vertic Argiustolls
IGEI,Vertic Argiustolls
IGEJ,Andic Argiustolls
IGEK,Vitritorrandic Argiustolls
IGEL,Vitrandic Argiustolls
IGEM,Aquic Argiustolls
IGEN,Oxyaquic Argiustolls
IGEO,Pachic Argiustolls
IGEP,Alfic Argiustolls
IGEQ,Calcidic Argiustolls
IGER,Aridic Argiustolls
IGES,Udic Argiustolls
IGET,Duric Argiustolls
IGEU,Typic Argiustolls
IGCA,Salidic Calciustolls
IGCB,Lithic Petrocalcic Calciustolls
IGCC,Lithic Calciustolls
IGCD,Torrertic Calciustolls
IGCE,Udertic Calciustolls
IGCF,Vertic Calciustolls
IGCG,Petrocalcic Calciustolls
IGCH,Gypsic Calciustolls
IGCI,Aquic Calciustolls
IGCJ,Oxyaquic Calciustolls
IGCK,Pachic Calciustolls
IGCL,Aridic Calciustolls
IGCM,Udic Calciustolls
IGCN,Typic Calciustolls
IGAA,Natric Durustolls
IGAB,Haploduridic Durustolls
IGAC,Argiduridic Durustolls
IGAD,Entic Durustolls
IGAE,Haplic Durustolls
IGAF,Typic Durustolls
IGGA,Salidic Haplustolls
IGGB,Ruptic-Lithic Haplustolls
IGGC,Aridic Lithic Haplustolls
IGGD,Lithic Haplustolls
IGGE,Aquertic Haplustolls
IGGF,Torrertic Haplustolls
IGGG,Pachic Udertic Haplustolls
IGGH,Udertic Haplustolls
IGGI,Pachic Vertic Haplustolls
IGGJ,Vertic Haplustolls
IGGK,Torroxic Haplustolls
IGGL,Oxic Haplustolls
IGGM,Andic Haplustolls
IGGN,Vitritorrandic Haplustolls
IGGO,Vitrandic Haplustolls
IGGP,Aquic Cumulic Haplustolls
IGGQ,Cumulic Haplustolls
IGGR,Anthraquic Haplustolls
IGGS,Fluvaquentic Haplustolls
IGGT,Aquic Haplustolls
IGGU,Pachic Haplustolls
IGGV,Oxyaquic Haplustolls
IGGW,Torrifluventic Haplustolls
IGGX,Torriorthentic Haplustolls
IGGY,Aridic Haplustolls
IGGZ,Fluventic Haplustolls
IGGZa,Duric Haplustolls
IGGZb,Udorthentic Haplustolls
IGGZc,Udic Haplustolls
IGGZd,Entic Haplustolls
IGGZe,Typic Haplustolls
IGBA,Leptic Torrertic Natrustolls
IGBB,Torrertic Natrustolls
IGBC,Leptic Vertic Natrustolls
IGBD,Glossic Vertic Natrustolls
IGBE,Vertic Natrustolls
IGBF,Aridic Leptic Natrustolls
IGBG,Leptic Natrustolls
IGBH,Aquic Natrustolls
IGBI,Aridic Natrustolls
IGBJ,Duric Natrustolls
IGBK,Glossic Natrustolls
IGBL,Typic Natrustolls
IGDA,Torrertic Paleustolls
IGDB,Udertic Paleustolls
IGDC,Vertic Paleustolls
IGDD,Aquic Paleustolls
IGDE,Pachic Paleustolls
IGDF,Petrocalcic Paleustolls
IGDG,Calcidic Paleustolls
IGDH,Aridic Paleustolls
IGDI,Udic Paleustolls
IGDJ,Calcic Paleustolls
IGDK,Entic Paleustolls
IGDL,Typic Paleustolls
IGFA,Lithic Vermustolls
IGFB,Aquic Vermustolls
IGFC,Pachic Vermustolls
IGFD,Entic Vermustolls
IGFE,Typic Vermustolls
IFA,Durixerolls
IFB,Natrixerolls
IFC,Palexerolls
IFD,Calcixerolls
IFE,Argixerolls
IFF,Haploxerolls
IFEA,Aridic Lithic Argixerolls
IFEB,Lithic Ultic Argixerolls
IFEC,Lithic Argixerolls
IFED,Torrertic Argixerolls
IFEE,Vertic Argixerolls
IFEF,Andic Argixerolls
IFEG,Vitritorrandic Argixerolls
IFEH,Vitrandic Argixerolls
IFEI,Aquultic Argixerolls
IFEJ,Aquic Argixerolls
IFEK,Oxyaquic Argixerolls
IFEL,Alfic Argixerolls
IFEM,Calcic Pachic Argixerolls
IFEN,Pachic Ultic Argixerolls
IFEO,Pachic Argixerolls
IFEP,Argiduridic Argixerolls
IFEQ,Duric Argixerolls
IFER,Calciargidic Argixerolls
IFES,Aridic Argixerolls
IFET,Calcic Argixerolls
IFEU,Ultic Argixerolls
IFEV,Typic Argixerolls
IFDA,Aridic Lithic Calcixerolls
IFDB,Lithic Calcixerolls
IFDC,Vertic Calcixerolls
IFDD,Aquic Calcixerolls
IFDE,Oxyaquic Calcixerolls
IFDF,Pachic Calcixerolls
IFDG,Vitrandic Calcixerolls
IFDH,Aridic Calcixerolls
IFDI,Vermic Calcixerolls
IFDJ,Typic Calcixerolls
IFAA,Vertic Durixerolls
IFAB,Vitritorrandic Durixerolls
IFAC,Vitrandic Durixerolls
IFAD,Aquic Durixerolls
IFAE,Paleargidic Durixerolls
IFAF,Abruptic Argiduridic Durixerolls
IFAG,Cambidic Durixerolls
IFAH,Haploduridic Durixerolls
IFAI,Argidic Durixerolls
IFAJ,Argiduridic Durixerolls
IFAK,Haplic Palexerollic Durixerolls
IFAL,Palexerollic Durixerolls
IFAM,Haplic Haploxerollic Durixerolls
IFAN,Haploxerollic Durixerolls
IFAO,Haplic Durixerolls
IFAP,Typic Durixerolls
IFFA,Aridic Lithic Haploxerolls
IFFB,Lithic Ultic Haploxerolls
IFFC,Lithic Haploxerolls
IFFD,Torrertic Haploxerolls
IFFE,Vertic Haploxerolls
IFFF,Andic Haploxerolls
IFFG,Vitritorrandic Haploxerolls
IFFH,Vitrandic Haploxerolls
IFFI,Aquic Cumulic Haploxerolls
IFFJ,Cumulic Ultic Haploxerolls
IFFK,Cumulic Haploxerolls
IFFL,Fluvaquentic Haploxerolls
IFFM,Aquic Duric Haploxerolls
IFFN,Aquultic Haploxerolls
IFFO,Aquic Haploxerolls
IFFP,Oxyaquic Haploxerolls
IFFQ,Calcic Pachic Haploxerolls
IFFR,Pachic Ultic Haploxerolls
IFFS,Pachic Haploxerolls
IFFT,Torrifluventic Haploxerolls
IFFU,Duridic Haploxerolls
IFFV,Calcidic Haploxerolls
IFFW,Torripsammentic Haploxerolls
IFFX,Torriorthentic Haploxerolls
IFFY,Aridic Haploxerolls
IFFZ,Duric Haploxerolls
IFFZa,Psammentic Haploxerolls
IFFZb,Fluventic Haploxerolls
IFFZc,Vermic Haploxerolls
IFFZd,Calcic Haploxerolls
IFFZe,Entic Ultic Haploxerolls
IFFZf,Ultic Haploxerolls
IFFZg,Entic Haploxerolls
IFFZh,Typic Haploxerolls
IFBA,Vertic Natrixerolls
IFBB,Aquic Duric Natrixerolls
IFBC,Aquic Natrixerolls
IFBD,Aridic Natrixerolls
IFBE,Duric Natrixerolls
IFBF,Typic Natrixerolls
IFCA,Vertic Palexerolls
IFCB,Vitrandic Palexerolls
IFCC,Aquic Palexerolls
IFCD,Pachic Palexerolls
IFCE,Petrocalcidic Palexerolls
IFCF,Duric Palexerolls
IFCG,Aridic Palexerolls
IFCH,Petrocalcic Palexerolls
IFCI,Ultic Palexerolls
IFCJ,Haplic Palexerolls
IFCK,Typic Palexerolls
EA,Aquox
EB,Torrox
EC,Ustox
ED,Perox
EE,Udox
EAA,Acraquox
EAB,Plinthaquox
EAC,Eutraquox
EAD,Haplaquox
EAAA,Plinthic Acraquox
EAAB,Aeric Acraquox
EAAC,Typic Acraquox
EACA,Histic Eutraquox
EACB,Plinthic Eutraquox
EACC,Aeric Eutraquox
EACD,Humic Eutraquox
EACE,Typic Eutraquox
EADA,Histic Haplaquox
EADB,Plinthic Haplaquox
EADC,Aeric Haplaquox
EADD,Humic Haplaquox
EADE,Typic Haplaquox
EABA,Aeric Plinthaquox
EABB,Typic Plinthaquox
EDA,Sombriperox
EDB,Acroperox
EDC,Eutroperox
EDD,Kandiperox
EDE,Haploperox
EDBA,Aquic Petroferric Acroperox
EDBB,Petroferric Acroperox
EDBC,Aquic Lithic Acroperox
EDBD,Lithic Acroperox
EDBE,Anionic Acroperox
EDBF,Plinthic Acroperox
EDBG,Aquic Acroperox
EDBH,Humic Rhodic Acroperox
EDBI,Humic Xanthic Acroperox
EDBJ,Humic Acroperox
