code,name
EDBK,Rhodic Acroperox
EDBL,Xanthic Acroperox
EDBM,Typic Acroperox
EDCA,Aquic Petroferric Eutroperox
EDCB,Petroferric Eutroperox
EDCC,Aquic Lithic Eutroperox
EDCD,Lithic Eutroperox
EDCE,Plinthaquic Eutroperox
EDCF,Plinthic Eutroperox
EDCG,Aquic Eutroperox
EDCH,Kandiudalfic Eutroperox
EDCI,Humic Inceptic Eutroperox
EDCJ,Inceptic Eutroperox
EDCK,Humic Rhodic Eutroperox
EDCL,Humic Xanthic Eutroperox
EDCM,Humic Eutroperox
EDCN,Rhodic Eutroperox
EDCO,Xanthic Eutroperox
EDCP,Typic Eutroperox
EDEA,Aquic Petroferric Haploperox
EDEB,Petroferric Haploperox
EDEC,Aquic Lithic Haploperox
EDED,Lithic Haploperox
EDEE,Plinthaquic Haploperox
EDEF,Plinthic Haploperox
EDEG,Aquic Haploperox
EDEH,Andic Haploperox
EDEI,Humic Rhodic Haploperox
EDEJ,Humic Xanthic Haploperox
EDEK,Humic Haploperox
EDEL,Rhodic Haploperox
EDEM,Xanthic Haploperox
EDEN,Typic Haploperox
EDDA,Aquic Petroferric Kandiperox
EDDB,Petroferric Kandiperox
EDDC,Aquic Lithic Kandiperox
EDDD,Lithic Kandiperox
EDDE,Plinthaquic Kandiperox
EDDF,Plinthic Kandiperox
EDDG,Aquic Kandiperox
EDDH,Andic Kandiperox
EDDI,Humic Rhodic Kandiperox
EDDJ,Humic Xanthic Kandiperox
EDDK,Humic Kandiperox
EDDL,Rhodic Kandiperox
EDDM,Xanthic Kandiperox
EDDN,Typic Kandiperox
EDAA,Petroferric Sombriperox
EDAB,Lithic Sombriperox
EDAC,Humic Sombriperox
EDAD,Typic Sombriperox
EBA,Acrotorrox
EBB,Eutrotorrox
EBC,Haplotorrox
EBAA,Petroferric Acrotorrox
EBAB,Lithic Acrotorrox
EBAC,Typic Acrotorrox
EBBA,Petroferric Eutrotorrox
EBBB,Lithic Eutrotorrox
EBBC,Typic Eutrotorrox
EBCA,Petroferric Haplotorrox
EBCB,Lithic Haplotorrox
EBCC,Typic Haplotorrox
EEA,Sombriudox
EEB,Acrudox
EEC,Eutrudox
EED,Kandiudox
EEE,Hapludox
EEBA,Aquic Petroferric Acrudox
EEBB,Petroferric Acrudox
EEBC,Aquic Lithic Acrudox
EEBD,Lithic Acrudox
EEBE,Anionic Aquic Acrudox
EEBF,Anionic Acrudox
EEBG,Plinthic Acrudox
EEBH,Aquic Acrudox
EEBI,Eutric Acrudox
EEBJ,Humic Rhodic Acrudox
EEBK,Humic Xanthic Acrudox
EEBL,Humic Acrudox
EEBM,Rhodic Acrudox
EEBN,Xanthic Acrudox
EEBO,Typic Acrudox
EECA,Aquic Petroferric Eutrudox
EECB,Petroferric Eutrudox
EECC,Aquic Lithic Eutrudox
EECD,Lithic Eutrudox
EECE,Plinthaquic Eutrudox
EECF,Plinthic Eutrudox
EECG,Aquic Eutrudox
EECH,Kandiudalfic Eutrudox
EECI,Humic Inceptic Eutrudox
EECJ,Inceptic Eutrudox
EECK,Humic Rhodic Eutrudox
EECL,Humic Xanthic Eutrudox
EECM,Humic Eutrudox
EECN,Rhodic Eutrudox
EECO,Xanthic Eutrudox
EECP,Typic Eutrudox
EEEA,Aquic Petroferric Hapludox
EEEB,Petroferric Hapludox
EEEC,Aquic Lithic Hapludox
EEED,Lithic Hapludox
EEEE,Plinthaquic Hapludox
EEEF,Plinthic Hapludox
EEEG,Aquic Hapludox
EEEH,Inceptic Hapludox
EEEI,Andic Hapludox
EEEJ,Humic Rhodic Hapludox
EEEK,Humic Xanthic Hapludox
EEEL,Humic Hapludox
EEEM,Rhodic Hapludox
EEEN,Xanthic Hapludox
EEEO,Typic Hapludox
EEDA,Aquic Petroferric Kandiudox
EEDB,Petroferric Kandiudox
EEDC,Aquic Lithic Kandiudox
EEDD,Lithic Kandiudox
EEDE,Plinthaquic Kandiudox
EEDF,Plinthic Kandiudox
EEDG,Aquic Kandiudox
EEDH,Andic Kandiudox
EEDI,Humic Rhodic Kandiudox
EEDJ,Humic Xanthic Kandiudox
EEDK,Humic Kandiudox
EEDL,Rhodic Kandiudox
EEDM,Xanthic Kandiudox
EEDN,Typic Kandiudox
EEAA,Petroferric Sombriudox
EEAB,Lithic Sombriudox
EEAC,Humic Sombriudox
EEAD,Typic Sombriudox
ECA,Sombriustox
ECB,Acrustox
ECC,Eutrustox
ECD,Kandiustox
ECE,Haplustox
ECBA,Aquic Petroferric Acrustox
ECBB,Petroferric Acrustox
ECBC,Aquic Lithic Acrustox
ECBD,Lithic Acrustox
ECBE,Anionic Aquic Acrustox
ECBF,Anionic Acrustox
ECBG,Plinthic Acrustox
ECBH,Aquic Acrustox
ECBI,Eutric Acrustox
ECBJ,Humic Rhodic Acrustox
ECBK,Humic Xanthic Acrustox
ECBL,Humic Acrustox
ECBM,Rhodic Acrustox
ECBN,Xanthic Acrustox
ECBO,Typic Acrustox
ECCA,Aquic Petroferric Eutrustox
ECCB,Petroferric Eutrustox
ECCC,Aquic Lithic Eutrustox
ECCD,Lithic Eutrustox
ECCE,Plinthaquic Eutrustox
ECCF,Plinthic Eutrustox
ECCG,Aquic Eutrustox
ECCH,Kandiustalfic Eutrustox
ECCI,Humic Inceptic Eutrustox
ECCJ,Inceptic Eutrustox
ECCK,Humic Rhodic Eutrustox
ECCL,Humic Xanthic Eutrustox
ECCM,Humic Eutrustox
ECCN,Rhodic Eutrustox
ECCO,Xanthic Eutrustox
ECCP,Typic Eutrustox
ECEA,Aquic Petroferric Haplustox
ECEB,Petroferric Haplustox
ECEC,Aquic Lithic Haplustox
ECED,Lithic Haplustox
ECEE,Plinthaquic Haplustox
ECEF,Plinthic Haplustox
ECEG,Aqueptic Haplustox
ECEH,Aquic Haplustox
ECEI,Oxyaquic Haplustox
ECEJ,Inceptic Haplustox
ECEK,Humic Rhodic Haplustox
ECEL,Humic Xanthic Haplustox
ECEM,Humic Haplustox
ECEN,Rhodic Haplustox
ECEO,Xanthic Haplustox
ECEP,Typic Haplustox
ECDA,Aquic Petroferric Kandiustox
ECDB,Petroferric Kandiustox
ECDC,Aquic Lithic Kandiustox
ECDD,Lithic Kandiustox
ECDE,Plinthaquic Kandiustox
ECDF,Plinthic Kandiustox
ECDG,Aquic Kandiustox
ECDH,Humic Rhodic Kandiustox
ECDI,Humic Xanthic Kandiustox
ECDJ,Humic Kandiustox
ECDK,Rhodic Kandiustox
ECDL,Xanthic Kandiustox
ECDM,Typic Kandiustox
ECAA,Petroferric Sombriustox
ECAB,Lithic Sombriustox
ECAC,Humic Sombriustox
ECAD,Typic Sombriustox
CA,Aquods
CB,Gelods
CC,Cryods
CD,Humods
CE,Orthods
CAA,Cryaquods
CAB,Alaquods
CAC,Fragiaquods
CAD,Placaquods
CAE,Duraquods
CAF,Epiaquods
CAG,Endoaquods
CABA,Lithic Alaquods
CABB,Duric Alaquods
CABC,Histic Alaquods
CABD,Alfic Arenic Alaquods
CABE,Arenic Ultic Alaquods
CABF,Arenic Umbric Alaquods
CABG,Arenic Alaquods
CABH,Grossarenic Alaquods
CABI,Alfic Alaquods
CABJ,Ultic Alaquods
CABK,Aeric Alaquods
CABL,Typic Alaquods
CAAA,Lithic Cryaquods
CAAB,Placic Cryaquods
CAAC,Duric Cryaquods
CAAD,Andic Cryaquods
CAAE,Entic Cryaquods
CAAF,Typic Cryaquods
CAEA,Histic Duraquods
CAEB,Andic Duraquods
CAEC,Typic Duraquods
CAGA,Lithic Endoaquods
CAGB,Histic Endoaquods
CAGC,Andic Endoaquods
CAGD,Argic Endoaquods
CAGE,Umbric Endoaquods
CAGF,Typic Endoaquods
CAFA,Lithic Epiaquods
CAFB,Histic Epiaquods
CAFC,Andic Epiaquods
CAFD,Alfic Epiaquods
CAFE,Ultic Epiaquods
CAFF,Umbric Epiaquods
CAFG,Typic Epiaquods
CACA,Histic Fragiaquods
CACB,Haploplaggic Fragiaquods
CACC,Argic Fragiaquods
CACD,Typic Fragiaquods
CADA,Andic Placaquods
CADB,Typic Placaquods
CCA,Placocryods
CCB,Duricryods
CCC,Humicryods
CCD,Haplocryods
CCBA,Aquandic Duricryods
CCBB,Andic Duricryods
CCBC,Aquic Duricryods
CCBD,Oxyaquic Duricryods
CCBE,Humic Duricryods
CCBF,Typic Duricryods
CCDA,Lithic Haplocryods
CCDB,Aquandic Haplocryods
CCDC,Andic Haplocryods
CCDD,Folistic Haplocryods
CCDE,Aquic Haplocryods
CCDF,Oxyaquic Haplocryods
CCDG,Entic Haplocryods
CCDH,Typic Haplocryods
CCCA,Lithic Humicryods
CCCB,Aquandic Humicryods
CCCC,Andic Humicryods
CCCD,Folistic Humicryods
CCCE,Aquic Humicryods
CCCF,Oxyaquic Humicryods
CCCG,Typic Humicryods
CCAA,Andic Placocryods
CCAB,Humic Placocryods
CCAC,Typic Placocryods
CBA,Humigelods
CBB,Haplogelods
CBBA,Lithic Haplogelods
CBBB,Andic Haplogelods
CBBC,Aquic Haplogelods
CBBD,Turbic Haplogelods
CBBE,Typic Haplogelods
CBAA,Lithic Humigelods
CBAB,Andic Humigelods
CBAC,Aquic Humigelods
CBAD,Turbic Humigelods
CBAE,Typic Humigelods
CDA,Placohumods
CDB,Durihumods
CDC,Fragihumods
CDD,Haplohumods
CDBA,Andic Durihumods
CDBB,Typic Durihumods
CDCA,Typic Fragihumods
CDDA,Lithic Haplohumods
CDDB,Andic Haplohumods
CDDC,Haploplaggic Haplohumods
CDDD,Typic Haplohumods
CDAA,Andic Placohumods
CDAB,Typic Placohumods
CEA,Placorthods
CEB,Durorthods
CEC,Fragiorthods
CED,Alorthods
CEE,Haplorthods
CEDA,Oxyaquic Alorthods
CEDB,Arenic Ultic Alorthods
CEDC,Arenic Alorthods
CEDD,Entic Grossarenic Alorthods
CEDE,Entic Alorthods
CEDF,Grossarenic Alorthods
CEDG,Haploplaggic Alorthods
CEDH,Alfic Alorthods
CEDI,Ultic Alorthods
CEDJ,Typic Alorthods
CEBA,Andic Durorthods
CEBB,Typic Durorthods
CECA,Aquic Fragiorthods
CECB,Alfic Oxyaquic Fragiorthods
CECC,Oxyaquic Fragiorthods
CECD,Haploplaggic Fragiorthods
CECE,Alfic Fragiorthods
CECF,Ultic Fragiorthods
CECG,Entic Fragiorthods
CECH,Typic Fragiorthods
CEEA,Entic Lithic Haplorthods
CEEB,Lithic Haplorthods
CEEC,Fragiaquic Haplorthods
CEED,Aqualfic Haplorthods
CEEE,Aquentic Haplorthods
CEEF,Aquic Haplorthods
CEEG,Alfic Oxyaquic Haplorthods
CEEH,Oxyaquic Ultic Haplorthods
CEEI,Fragic Haplorthods
CEEJ,Lamellic Oxyaquic Haplorthods
CEEK,Lamellic Haplorthods
CEEL,Oxyaquic Haplorthods
CEEM,Andic Haplorthods
CEEN,Alfic Haplorthods
CEEO,Ultic Haplorthods
CEEP,Entic Haplorthods
CEEQ,Typic Haplorthods
CEAA,Typic Placorthods
HA,Aquults
HB,Humults
HC,Udults
HD,Ustults
HE,Xerults
HAA,Plinthaquults
HAB,Fragiaquults
HAC,Albaquults
HAD,Kandiaquults
HAE,Kanhaplaquults
HAF,Paleaquults
HAG,Umbraquults
HAH,Epiaquults
HAI,Endoaquults
HACA,Vertic Albaquults
HACB,Kandic Albaquults
HACC,Aeric Albaquults
HACD,Typic Albaquults
HAIA,Arenic Endoaquults
HAIB,Grossarenic Endoaquults
HAIC,Aeric Endoaquults
HAID,Typic Endoaquults
HAHA,Vertic Epiaquults
HAHB,Aeric Fragic Epiaquults
HAHC,Arenic Epiaquults
HAHD,Grossarenic Epiaquults
HAHE,Fragic Epiaquults
HAHF,Aeric Epiaquults
HAHG,Typic Epiaquults
HABA,Aeric Fragiaquults
HABB,Plinthic Fragiaquults
HABC,Umbric Fragiaquults
HABD,Typic Fragiaquults
HADA,Acraquoxic Kandiaquults
HADB,Arenic Plinthic Kandiaquults
HADC,Arenic Umbric Kandiaquults
HADD,Arenic Kandiaquults
HADE,Grossarenic Kandiaquults
HADF,Plinthic Kandiaquults
HADG,Aeric Kandiaquults
HADH,Umbric Kandiaquults
HADI,Typic Kandiaquults
HAEA,Aquandic Kanhaplaquults
HAEB,Plinthic Kanhaplaquults
HAEC,Aeric Umbric Kanhaplaquults
HAED,Aeric Kanhaplaquults
HAEE,Umbric Kanhaplaquults
HAEF,Typic Kanhaplaquults
HAFA,Vertic Paleaquults
HAFB,Arenic Plinthic Paleaquults
HAFC,Arenic Umbric Paleaquults
HAFD,Arenic Paleaquults
HAFE,Grossarenic Paleaquults
HAFF,Plinthic Paleaquults
HAFG,Aeric Paleaquults
HAFH,Umbric Paleaquults
HAFI,Typic Paleaquults
HAAA,Kandic Plinthaquults
HAAB,Typic Plinthaquults
HAGA,Plinthic Umbraquults
HAGB,Typic Umbraquults
HBA,Sombrihumults
HBB,Plinthohumults
HBC,Kandihumults
HBD,Kanhaplohumults
HBE,Palehumults
HBF,Haplohumults
HBFA,Lithic Haplohumults
HBFB,Aquandic Haplohumults
HBFC,Aquic Haplohumults
HBFD,Andic Haplohumults
HBFE,Plinthic Haplohumults
HBFF,Oxyaquic Haplohumults
HBFG,Ustic Haplohumults
HBFH,Xeric Haplohumults
HBFI,Typic Haplohumults
HBCA,Andic Ombroaquic Kandihumults
HBCB,Ustandic Kandihumults
HBCC,Andic Kandihumults
HBCD,Aquic Kandihumults
HBCE,Ombroaquic Kandihumults
HBCF,Plinthic Kandihumults
HBCG,Ustic Kandihumults
HBCH,Xeric Kandihumults
HBCI,Anthropic Kandihumults
HBCJ,Typic Kandihumults
HBDA,Lithic Kanhaplohumults
HBDB,Ustandic Kanhaplohumults
HBDC,Andic Kanhaplohumults
HBDD,Aquic Kanhaplohumults
HBDE,Ombroaquic Kanhaplohumults
HBDF,Ustic Kanhaplohumults
HBDG,Xeric Kanhaplohumults
HBDH,Anthropic Kanhaplohumults
HBDI,Typic Kanhaplohumults
HBEA,Aquandic Palehumults
HBEB,Andic Palehumults
HBEC,Aquic Palehumults
HBED,Plinthic Palehumults
HBEE,Oxyaquic Palehumults
HBEF,Ustic Palehumults
HBEG,Xeric Palehumults
HBEH,Typic Palehumults
HBBA,Typic Plinthohumults
HBAA,Typic Sombrihumults
HCA,Plinthudults
HCB,Fragiudults
HCC,Kandiudults
HCD,Kanhapludults
HCE,Paleudults
HCF,Rhodudults
HCG,Hapludults
HCBA,Arenic Fragiudults
HCBB,Plinthaquic Fragiudults
HCBC,Glossaquic Fragiudults
HCBD,Aquic Fragiudults
HCBE,Plinthic Fragiudults
HCBF,Glossic Fragiudults
HCBG,Humic Fragiudults
HCBH,Typic Fragiudults
HCGA,Lithic-Ruptic-Entic Hapludults
HCGB,Lithic Hapludults
HCGC,Vertic Hapludults
HCGD,Fragiaquic Hapludults
HCGE,Aquic Arenic Hapludults
HCGF,Aquic Hapludults
HCGG,Fragic Hapludults
HCGH,Oxyaquic Hapludults
HCGI,Lamellic Hapludults
HCGJ,Psammentic Hapludults
HCGK,Arenic Hapludults
HCGL,Grossarenic Hapludults
HCGM,Inceptic Hapludults
HCGN,Humic Hapludults
HCGO,Typic Hapludults
HCCA,Arenic Plinthaquic Kandiudults
HCCB,Aquic Arenic Kandiudults
HCCC,Arenic Plinthic Kandiudults
HCCD,Arenic Rhodic Kandiudults
HCCE,Arenic Kandiudults
HCCF,Grossarenic Plinthic Kandiudults
HCCG,Grossarenic Kandiudults
HCCH,Acrudoxic Plinthic Kandiudults
HCCI,Acrudoxic Kandiudults
HCCJ,Plinthaquic Kandiudults
HCCK,Aquandic Kandiudults
HCCL,Andic Kandiudults
HCCM,Aquic Kandiudults
HCCN,Plinthic Kandiudults
HCCO,Ombroaquic Kandiudults
HCCP,Oxyaquic Kandiudults
HCCQ,Sombric Kandiudults
HCCR,Rhodic Kandiudults
HCCS,Typic Kandiudults
HCDA,Lithic Kanhapludults
HCDB,Plinthaquic Kanhapludults
HCDC,Arenic Plinthic Kanhapludults
HCDD,Arenic Kanhapludults
HCDE,Acrudoxic Kanhapludults
HCDF,Fragiaquic Kanhapludults
HCDG,Andic Kanhapludults
HCDH,Aquic Kanhapludults
HCDI,Ombroaquic Kanhapludults
HCDJ,Oxyaquic Kanhapludults
HCDK,Plinthic Kanhapludults
HCDL,Fragic Kanhapludults
HCDM,Rhodic Kanhapludults
HCDN,Typic Kanhapludults
HCEA,Vertic Paleudults
HCEB,Spodic Paleudults
HCEC,Arenic Plinthaquic Paleudults
HCED,Aquic Arenic Paleudults
HCEE,Anthraquic Paleudults
HCEF,Plinthaquic Paleudults
HCEG,Fragiaquic Paleudults
HCEH,Aquic Paleudults
HCEI,Oxyaquic Paleudults
HCEJ,Lamellic Paleudults
HCEK,Arenic Plinthic Paleudults
HCEL,Psammentic Paleudults
HCEM,Grossarenic Plinthic Paleudults
HCEN,Plinthic Paleudults
HCEO,Arenic Rhodic Paleudults
HCEP,Arenic Paleudults
HCEQ,Grossarenic Paleudults
HCER,Fragic Paleudults
HCES,Rhodic Paleudults
HCET,Typic Paleudults
HCAA,Typic Plinthudults
HCFA,Lithic Rhodudults
HCFB,Psammentic Rhodudults
HCFC,Typic Rhodudults
HDA,Plinthustults
HDB,Kandiustults
HDC,Kanhaplustults
HDD,Paleustults
HDE,Rhodustults
HDF,Haplustults
HDFA,Lithic Haplustults
HDFB,Petroferric Haplustults
HDFC,Aquic Haplustults
HDFD,Arenic Haplustults
HDFE,Ombroaquic Haplustults
HDFF,Plinthic Haplustults
HDFG,Kanhaplic Haplustults
HDFH,Typic Haplustults
HDBA,Acrustoxic Kandiustults
HDBB,Aquic Kandiustults
HDBC,Arenic Plinthic Kandiustults
HDBD,Arenic Kandiustults
HDBE,Udandic Kandiustults
HDBF,Andic Kandiustults
HDBG,Plinthic Kandiustults
HDBH,Aridic Kandiustults
HDBI,Udic Kandiustults
HDBJ,Rhodic Kandiustults
HDBK,Typic Kandiustults
HDCA,Lithic Kanhaplustults
HDCB,Acrustoxic Kanhaplustults
HDCC,Aquic Kanhaplustults
HDCD,Arenic Kanhaplustults
HDCE,Udandic Kanhaplustults
HDCF,Andic Kanhaplustults
HDCG,Plinthic Kanhaplustults
HDCH,Ombroaquic Kanhaplustults
HDCI,Aridic Kanhaplustults
HDCJ,Udic Kanhaplustults
HDCK,Rhodic Kanhaplustults
HDCL,Typic Kanhaplustults
HDDA,Typic Paleustults
HDAA,Haplic Plinthustults
HDAB,Typic Plinthustults
HDEA,Lithic Rhodustults
HDEB,Psammentic Rhodustults
HDEC,Typic Rhodustults
HEA,Palexerults
HEB,Haploxerults
HEBA,Lithic Ruptic-Inceptic Haploxerults
HEBB,Lithic Haploxerults
HEBC,Aquic Haploxerults
HEBD,Andic Haploxerults
HEBE,Lamellic Haploxerults
HEBF,Psammentic Haploxerults
HEBG,Arenic Haploxerults
HEBH,Grossarenic Haploxerults
HEBI,Typic Haploxerults
HEAA,Aquandic Palexerults
HEAB,Aquic Palexerults
HEAC,Andic Palexerults
HEAD,Typic Palexerults
FA,Aquerts
FB,Cryerts
FC,Xererts
FD,Torrerts
FE,Usterts
FF,Uderts
FAA,Sulfaquerts
FAB,Salaquerts
FAC,Duraquerts
FAD,Natraquerts
FAE,Calciaquerts
FAF,Dystraquerts
FAG,Epiaquerts
FAH,Endoaquerts
FAEA,Aeric Calciaquerts
FAEB,Typic Calciaquerts
FACA,Aridic Duraquerts
FACB,Xeric Duraquerts
FACC,Ustic Duraquerts
FACD,Aeric Duraquerts
FACE,Chromic Duraquerts
FACF,Typic Duraquerts
FAFA,Sulfaqueptic Dystraquerts
FAFB,Aridic Dystraquerts
FAFC,Ustic Dystraquerts
FAFD,Aeric Dystraquerts
FAFE,Leptic Dystraquerts
FAFF,Entic Dystraquerts
FAFG,Chromic Dystraquerts
FAFH,Typic Dystraquerts
FAHA,Halic Endoaquerts
FAHB,Sodic Endoaquerts
FAHC,Aridic Endoaquerts
FAHD,Xeric Endoaquerts
FAHE,Ustic Endoaquerts
FAHF,Aeric Endoaquerts
FAHG,Leptic Endoaquerts
FAHH,Entic Endoaquerts
FAHI,Chromic Endoaquerts
FAHJ,Typic Endoaquerts
FAGA,Halic Epiaquerts
FAGB,Sodic Epiaquerts
FAGC,Aridic Epiaquerts
FAGD,Xeric Epiaquerts
FAGE,Ustic Epiaquerts
FAGF,Aeric Epiaquerts
FAGG,Leptic Epiaquerts
FAGH,Entic Epiaquerts
FAGI,Chromic Epiaquerts
FAGJ,Typic Epiaquerts
FADA,Typic Natraquerts
FABA,Aridic Salaquerts
FABB,Ustic Salaquerts
FABC,Leptic Salaquerts
FABD,Entic Salaquerts
FABE,Chromic Salaquerts
FABF,Typic Salaquerts
FAAA,Salic Sulfaquerts
FAAB,Sulfic Sulfaquerts
FAAC,Typic Sulfaquerts
FBA,Humicryerts
FBB,Haplocryerts
FBBA,Sodic Haplocryerts
FBBB,Chromic Haplocryerts
FBBC,Typic Haplocryerts
FBAA,Sodic Humicryerts
FBAB,Typic Humicryerts
FDA,Salitorrerts
FDB,Gypsitorrerts
FDC,Calcitorrerts
FDD,Haplotorrerts
FDCA,Petrocalcic Calcitorrerts
FDCB,Leptic Calcitorrerts
FDCC,Entic Calcitorrerts
FDCD,Chromic Calcitorrerts
FDCE,Typic Calcitorrerts
FDBA,Chromic Gypsitorrerts
FDBB,Typic Gypsitorrerts
FDDA,Halic Haplotorrerts
FDDB,Sodic Haplotorrerts
FDDC,Leptic Haplotorrerts
FDDD,Entic Haplotorrerts
FDDE,Chromic Haplotorrerts
FDDF,Typic Haplotorrerts
FDAA,Aquic Salitorrerts
FDAB,Leptic Salitorrerts
FDAC,Entic Salitorrerts
FDAD,Chromic Salitorrerts
FDAE,Typic Salitorrerts
FFA,Dystruderts
FFB,Hapluderts
FFAA,Aquic Dystruderts
FFAB,Oxyaquic Dystruderts
FFAC,Leptic Dystruderts
FFAD,Entic Dystruderts
FFAE,Chromic Dystruderts
FFAF,Typic Dystruderts
FFBA,Lithic Hapluderts
FFBB,Aquic Hapluderts
FFBC,Oxyaquic Hapluderts
FFBD,Leptic Hapluderts
FFBE,Entic Hapluderts
FFBF,Chromic Hapluderts
FFBG,Typic Hapluderts
FEA,Dystrusterts
FEB,Salusterts
FEC,Gypsiusterts
FED,Calciusterts
FEE,Haplusterts
FEDA,Lithic Calciusterts
FEDB,Halic Calciusterts
FEDC,Sodic Calciusterts
FEDD,Petrocalcic Calciusterts
FEDE,Aridic Calciusterts
FEDF,Udic Calciusterts
FEDG,Leptic Calciusterts
FEDH,Entic Calciusterts
FEDI,Chromic Calciusterts
FEDJ,Typic Calciusterts
FEAA,Lithic Dystrusterts
FEAB,Aquic Dystrusterts
FEAC,Aridic Dystrusterts
FEAD,Udic Dystrusterts
FEAE,Leptic Dystrusterts
FEAF,Entic Dystrusterts
FEAG,Chromic Dystrusterts
FEAH,Typic Dystrusterts
FECA,Lithic Gypsiusterts
FECB,Halic Gypsiusterts
FECC,Sodic Gypsiusterts
FECD,Aridic Gypsiusterts
FECE,Udic Gypsiusterts
FECF,Leptic Gypsiusterts
FECG,Entic Gypsiusterts
FECH,Chromic Gypsiusterts
FECI,Typic Gypsiusterts
FEEA,Lithic Haplusterts
FEEB,Halic Haplusterts
FEEC,Sodic Haplusterts
FEED,Petrocalcic Haplusterts
FEEE,Gypsic Haplusterts
FEEF,Calcic Haplusterts
FEEG,Aridic Leptic Haplusterts
FEEH,Aridic Haplusterts
FEEI,Leptic Udic Haplusterts
FEEJ,Entic Udic Haplusterts
FEEK,Chromic Udic Haplusterts
FEEL,Udic Haplusterts
FEEM,Leptic Haplusterts
FEEN,Entic Haplusterts
FEEO,Chromic Haplusterts
FEEP,Typic Haplusterts
FEBA,Lithic Salusterts
FEBB,Sodic Salusterts
FEBC,Aquic Salusterts
FEBD,Aridic Salusterts
FEBE,Leptic Salusterts
FEBF,Entic Salusterts
FEBG,Chromic Salusterts
FEBH,Typic Salusterts
FCA,Durixererts
FCB,Calcixererts
FCC,Haploxererts
FCBA,Lithic Calcixererts
FCBB,Petrocalcic Calcixererts
FCBC,Aridic Calcixererts
FCBD,Leptic Calcixererts
FCBE,Entic Calcixererts
FCBF,Chromic Calcixererts
FCBG,Typic Calcixererts
FCAA,Halic Durixererts
FCAB,Sodic Durixererts
FCAC,Aquic Durixererts
FCAD,Aridic Durixererts
FCAE,Udic Durixererts
FCAF,Haplic Durixererts
FCAG,Chromic Durixererts
FCAH,Typic Durixererts
FCCA,Lithic Haploxererts
FCCB,Halic Haploxererts
FCCC,Sodic Haploxererts
FCCD,Aridic Haploxererts
FCCE,Aquic Haploxererts
FCCF,Udic Haploxererts
FCCG,Leptic Haploxererts
FCCH,Entic Haploxererts
FCCI,Chromic Haploxererts
FCCJ,Typic Haploxererts
